Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty
TMB,HA PELLETS,Electricity,2026-01,0.0,0.0
TMB,HA PELLETS,Electricity,2026-02,0.0,0.0
TMB,HA PELLETS,Electricity,2026-03,0.0,0.0
TMB,HA PELLETS,Electricity,2026-04,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-05,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-06,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-07,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-08,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-09,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-10,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-11,0.0144,2080.0
TMB,HA PELLETS,Electricity,2026-12,0.0,0.0
TMB,HA PELLETS,Gas,2025-11,0.0,0.0
TMB,HA PELLETS,Gas,2025-12,0.0,0.0
TMB,HA PELLETS,Gas,2026-01,0.0,0.0
TMB,HA PELLETS,Gas,2026-02,0.0,0.0
TMB,HA PELLETS,Gas,2026-03,0.0,0.0
TMB,HA PELLETS,Gas,2026-04,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-05,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-06,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-07,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-08,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-09,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-10,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-11,0.0266,2080.0
TMB,HA PELLETS,Gas,2026-12,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2025-11,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2025-12,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2026-01,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2026-02,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2026-03,0.0,0.0
TMB,HA PELLETS,Indirect Labor,2026-04,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-05,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-06,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-07,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-08,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-09,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-10,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-11,0.0107,2080.0
TMB,HA PELLETS,Indirect Labor,2026-12,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2025-11,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2025-12,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2026-01,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2026-02,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2026-03,0.0,0.0
TMB,HA PELLETS,Insurance & Taxes,2026-04,0.0044,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-05,0.0067,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-06,0.0067,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-07,0.0067,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-08,0.0067,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-09,0.0085,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-10,0.0061,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-11,0.007,2080.0
TMB,HA PELLETS,Insurance & Taxes,2026-12,0.0,0.0
TMB,HA PELLETS,Manufacturing,2025-11,0.0,0.0
TMB,HA PELLETS,Manufacturing,2025-12,0.0,0.0
TMB,HA PELLETS,Manufacturing,2026-01,0.0,0.0
TMB,HA PELLETS,Manufacturing,2026-02,0.0,0.0
TMB,HA PELLETS,Manufacturing,2026-03,0.0,0.0
TMB,HA PELLETS,Manufacturing,2026-04,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-05,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-06,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-07,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-08,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-09,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-10,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-11,0.013,2080.0
TMB,HA PELLETS,Manufacturing,2026-12,0.0,0.0
TMB,HA PELLETS,Materials,2025-11,0.0,0.0
TMB,HA PELLETS,Materials,2025-12,0.0,0.0
TMB,HA PELLETS,Materials,2026-01,0.0,0.0
TMB,HA PELLETS,Materials,2026-02,0.0,0.0
TMB,HA PELLETS,Materials,2026-03,0.0,0.0
TMB,HA PELLETS,Materials,2026-04,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-05,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-06,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-07,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-08,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-09,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-10,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-11,0.0754,2080.0
TMB,HA PELLETS,Materials,2026-12,0.0,0.0
TMB,HA PELLETS,Other,2025-11,0.0,0.0
TMB,HA PELLETS,Other,2025-12,0.0,0.0
TMB,HA PELLETS,Other,2026-01,0.0,0.0
TMB,HA PELLETS,Other,2026-02,0.0,0.0
TMB,HA PELLETS,Other,2026-03,0.0,0.0
TMB,HA PELLETS,Other,2026-04,0.013,2080.0
TMB,HA PELLETS,Other,2026-05,0.013,2080.0
TMB,HA PELLETS,Other,2026-06,0.013,2080.0
TMB,HA PELLETS,Other,2026-07,0.013,2080.0
TMB,HA PELLETS,Other,2026-08,0.013,2080.0
TMB,HA PELLETS,Other,2026-09,0.013,2080.0
TMB,HA PELLETS,Other,2026-10,0.013,2080.0
TMB,HA PELLETS,Other,2026-11,0.013,2080.0
TMB,HA PELLETS,Other,2026-12,0.0,0.0
TMB,HA PELLETS,Production Labor,2025-11,0.0,0.0
TMB,HA PELLETS,Production Labor,2025-12,0.0,0.0
TMB,HA PELLETS,Production Labor,2026-01,0.0,0.0
TMB,HA PELLETS,Production Labor,2026-02,0.0,0.0
TMB,HA PELLETS,Production Labor,2026-03,0.0,0.0
TMB,HA PELLETS,Production Labor,2026-04,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-05,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-06,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-07,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-08,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-09,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-10,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-11,0.0522,2080.0
TMB,HA PELLETS,Production Labor,2026-12,0.0,0.0
TMB,HA PELLETS,R&M,2025-11,0.0,0.0
TMB,HA PELLETS,R&M,2025-12,0.0,0.0
TMB,HA PELLETS,R&M,2026-01,0.0,0.0
TMB,HA PELLETS,R&M,2026-02,0.0,0.0
TMB,HA PELLETS,R&M,2026-03,0.0,0.0
TMB,HA PELLETS,R&M,2026-04,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-05,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-06,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-07,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-08,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-09,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-10,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-11,0.0288,2080.0
TMB,HA PELLETS,R&M,2026-12,0.0,0.0
TMB,HA PELLETS,R&M Labor,2025-11,0.0,0.0
TMB,HA PELLETS,R&M Labor,2025-12,0.0,0.0
TMB,HA PELLETS,R&M Labor,2026-01,0.0,0.0
TMB,HA PELLETS,R&M Labor,2026-02,0.0,0.0
TMB,HA PELLETS,R&M Labor,2026-03,0.0,0.0
TMB,HA PELLETS,R&M Labor,2026-04,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-05,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-06,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-07,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-08,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-09,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-10,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-11,0.007,2080.0
TMB,HA PELLETS,R&M Labor,2026-12,0.0,0.0
TMB,HA PELLETS,Supervision,2025-11,0.0,0.0
TMB,HA PELLETS,Supervision,2025-12,0.0,0.0
TMB,HA PELLETS,Supervision,2026-01,0.0,0.0
TMB,HA PELLETS,Supervision,2026-02,0.0,0.0
TMB,HA PELLETS,Supervision,2026-03,0.0,0.0
TMB,HA PELLETS,Supervision,2026-04,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-05,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-06,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-07,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-08,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-09,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-10,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-11,0.0,2080.0
TMB,HA PELLETS,Supervision,2026-12,0.0,0.0
MCI,HSP16/30,Depreciation,2025-11,0.0,0.0
MCI,HSP16/30,Depreciation,2025-12,0.0,0.0
MCI,HSP16/30,Depreciation,2026-01,0.0,0.0
MCI,HSP16/30,Depreciation,2026-02,0.0,0.0
MCI,HSP16/30,Depreciation,2026-03,0.0,0.0
MCI,HSP16/30,Depreciation,2026-04,0.0,0.0
MCI,HSP16/30,Depreciation,2026-05,0.0,0.0
MCI,HSP16/30,Depreciation,2026-06,0.0,0.0
MCI,HSP16/30,Depreciation,2026-07,0.0,0.0
MCI,HSP16/30,Depreciation,2026-08,0.0,0.0
MCI,HSP16/30,Depreciation,2026-09,0.0,0.0
MCI,HSP16/30,Depreciation,2026-10,0.0,0.0
MCI,HSP16/30,Depreciation,2026-11,0.0,0.0
MCI,HSP16/30,Depreciation,2026-12,0.0,0.0
MCI,HSP16/30,Electricity,2025-11,0.0,0.0
MCI,HSP16/30,Electricity,2025-12,0.0,0.0
MCI,HSP16/30,Electricity,2026-01,0.0,0.0
MCI,HSP16/30,Electricity,2026-02,0.0,0.0
MCI,HSP16/30,Electricity,2026-03,0.0,0.0
MCI,HSP16/30,Electricity,2026-04,0.0,0.0
MCI,HSP16/30,Electricity,2026-05,0.0,0.0
MCI,HSP16/30,Electricity,2026-06,0.0,0.0
MCI,HSP16/30,Electricity,2026-07,0.0,0.0
MCI,HSP16/30,Electricity,2026-08,0.0,0.0
MCI,HSP16/30,Electricity,2026-09,0.0,0.0
MCI,HSP16/30,Electricity,2026-10,0.0,0.0
MCI,HSP16/30,Electricity,2026-11,0.0,0.0
MCI,HSP16/30,Electricity,2026-12,0.0,0.0
MCI,HSP16/30,Gas,2025-11,0.0,0.0
MCI,HSP16/30,Gas,2025-12,0.0,0.0
MCI,HSP16/30,Gas,2026-01,0.0,0.0
MCI,HSP16/30,Gas,2026-02,0.0,0.0
MCI,HSP16/30,Gas,2026-03,0.0,0.0
MCI,HSP16/30,Gas,2026-04,0.0,0.0
MCI,HSP16/30,Gas,2026-05,0.0,0.0
MCI,HSP16/30,Gas,2026-06,0.0,0.0
MCI,HSP16/30,Gas,2026-07,0.0,0.0
MCI,HSP16/30,Gas,2026-08,0.0,0.0
MCI,HSP16/30,Gas,2026-09,0.0,0.0
MCI,HSP16/30,Gas,2026-10,0.0,0.0
MCI,HSP16/30,Gas,2026-11,0.0,0.0
MCI,HSP16/30,Gas,2026-12,0.0,0.0
MCI,HSP16/30,Indirect Labor,2025-11,0.0,0.0
MCI,HSP16/30,Indirect Labor,2025-12,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-01,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-02,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-03,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-04,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-05,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-06,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-07,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-08,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-09,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-10,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-11,0.0,0.0
MCI,HSP16/30,Indirect Labor,2026-12,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2025-11,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2025-12,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-01,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-02,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-03,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-04,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-05,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-06,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-07,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-08,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-09,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-10,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-11,0.0,0.0
MCI,HSP16/30,Insurance & Taxes,2026-12,0.0,0.0
MCI,HSP16/30,Manufacturing,2025-11,0.0,0.0
MCI,HSP16/30,Manufacturing,2025-12,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-01,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-02,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-03,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-04,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-05,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-06,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-07,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-08,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-09,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-10,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-11,0.0,0.0
MCI,HSP16/30,Manufacturing,2026-12,0.0,0.0
MCI,HSP16/30,Materials,2025-11,0.0,0.0
MCI,HSP16/30,Materials,2025-12,0.0,0.0
MCI,HSP16/30,Materials,2026-01,0.0,0.0
MCI,HSP16/30,Materials,2026-02,0.0,0.0
MCI,HSP16/30,Materials,2026-03,0.0,0.0
MCI,HSP16/30,Materials,2026-04,0.0,0.0
MCI,HSP16/30,Materials,2026-05,0.0,0.0
MCI,HSP16/30,Materials,2026-06,0.0,0.0
MCI,HSP16/30,Materials,2026-07,0.0,0.0
MCI,HSP16/30,Materials,2026-08,0.0,0.0
MCI,HSP16/30,Materials,2026-09,0.0,0.0
MCI,HSP16/30,Materials,2026-10,0.0,0.0
MCI,HSP16/30,Materials,2026-11,0.0,0.0
MCI,HSP16/30,Materials,2026-12,0.0,0.0
MCI,HSP16/30,Other,2025-11,0.0,0.0
MCI,HSP16/30,Other,2025-12,0.0,0.0
MCI,HSP16/30,Other,2026-01,0.0,0.0
MCI,HSP16/30,Other,2026-02,0.0,0.0
MCI,HSP16/30,Other,2026-03,0.0,0.0
MCI,HSP16/30,Other,2026-04,0.0,0.0
MCI,HSP16/30,Other,2026-05,0.0,0.0
MCI,HSP16/30,Other,2026-06,0.0,0.0
MCI,HSP16/30,Other,2026-07,0.0,0.0
MCI,HSP16/30,Other,2026-08,0.0,0.0
MCI,HSP16/30,Other,2026-09,0.0,0.0
MCI,HSP16/30,Other,2026-10,0.0,0.0
MCI,HSP16/30,Other,2026-11,0.0,0.0
MCI,HSP16/30,Other,2026-12,0.0,0.0
MCI,HSP16/30,Production Labor,2025-11,0.0,0.0
MCI,HSP16/30,Production Labor,2025-12,0.0,0.0
MCI,HSP16/30,Production Labor,2026-01,0.0,0.0
MCI,HSP16/30,Production Labor,2026-02,0.0,0.0
MCI,HSP16/30,Production Labor,2026-03,0.0,0.0
MCI,HSP16/30,Production Labor,2026-04,0.0,0.0
MCI,HSP16/30,Production Labor,2026-05,0.0,0.0
MCI,HSP16/30,Production Labor,2026-06,0.0,0.0
MCI,HSP16/30,Production Labor,2026-07,0.0,0.0
MCI,HSP16/30,Production Labor,2026-08,0.0,0.0
MCI,HSP16/30,Production Labor,2026-09,0.0,0.0
MCI,HSP16/30,Production Labor,2026-10,0.0,0.0
MCI,HSP16/30,Production Labor,2026-11,0.0,0.0
MCI,HSP16/30,Production Labor,2026-12,0.0,0.0
MCI,HSP16/30,R&M,2025-11,0.0,0.0
MCI,HSP16/30,R&M,2025-12,0.0,0.0
MCI,HSP16/30,R&M,2026-01,0.0,0.0
MCI,HSP16/30,R&M,2026-02,0.0,0.0
MCI,HSP16/30,R&M,2026-03,0.0,0.0
MCI,HSP16/30,R&M,2026-04,0.0,0.0
MCI,HSP16/30,R&M,2026-05,0.0,0.0
MCI,HSP16/30,R&M,2026-06,0.0,0.0
MCI,HSP16/30,R&M,2026-07,0.0,0.0
MCI,HSP16/30,R&M,2026-08,0.0,0.0
MCI,HSP16/30,R&M,2026-09,0.0,0.0
MCI,HSP16/30,R&M,2026-10,0.0,0.0
MCI,HSP16/30,R&M,2026-11,0.0,0.0
MCI,HSP16/30,R&M,2026-12,0.0,0.0
MCI,HSP16/30,R&M Labor,2025-11,0.0,0.0
MCI,HSP16/30,R&M Labor,2025-12,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-01,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-02,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-03,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-04,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-05,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-06,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-07,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-08,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-09,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-10,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-11,0.0,0.0
MCI,HSP16/30,R&M Labor,2026-12,0.0,0.0
MCI,HSP16/30,Supervision,2025-11,0.0,0.0
MCI,HSP16/30,Supervision,2025-12,0.0,0.0
MCI,HSP16/30,Supervision,2026-01,0.0,0.0
MCI,HSP16/30,Supervision,2026-02,0.0,0.0
MCI,HSP16/30,Supervision,2026-03,0.0,0.0
MCI,HSP16/30,Supervision,2026-04,0.0,0.0
MCI,HSP16/30,Supervision,2026-05,0.0,0.0
MCI,HSP16/30,Supervision,2026-06,0.0,0.0
MCI,HSP16/30,Supervision,2026-07,0.0,0.0
MCI,HSP16/30,Supervision,2026-08,0.0,0.0
MCI,HSP16/30,Supervision,2026-09,0.0,0.0
MCI,HSP16/30,Supervision,2026-10,0.0,0.0
MCI,HSP16/30,Supervision,2026-11,0.0,0.0
MCI,HSP16/30,Supervision,2026-12,0.0,0.0
MCI,HSP20/40,Depreciation,2025-11,0.0,0.0
MCI,HSP20/40,Depreciation,2025-12,0.01,800.0
MCI,HSP20/40,Depreciation,2026-01,0.0,0.0
MCI,HSP20/40,Depreciation,2026-02,0.0,0.0
MCI,HSP20/40,Depreciation,2026-03,0.0,0.0
MCI,HSP20/40,Depreciation,2026-04,0.0,0.0
MCI,HSP20/40,Depreciation,2026-05,0.0,0.0
MCI,HSP20/40,Depreciation,2026-06,0.0,0.0
MCI,HSP20/40,Depreciation,2026-07,0.0,0.0
MCI,HSP20/40,Depreciation,2026-08,0.0,0.0
MCI,HSP20/40,Depreciation,2026-09,0.0,0.0
MCI,HSP20/40,Depreciation,2026-10,0.0,0.0
MCI,HSP20/40,Depreciation,2026-11,0.0,0.0
MCI,HSP20/40,Depreciation,2026-12,0.0,0.0
MCI,HSP20/40,Electricity,2025-11,0.0,0.0
MCI,HSP20/40,Electricity,2025-12,0.0393,800.0
MCI,HSP20/40,Electricity,2026-01,0.0,0.0
MCI,HSP20/40,Electricity,2026-02,0.0,0.0
MCI,HSP20/40,Electricity,2026-03,0.0,0.0
MCI,HSP20/40,Electricity,2026-04,0.0,0.0
MCI,HSP20/40,Electricity,2026-05,0.0,0.0
MCI,HSP20/40,Electricity,2026-06,0.0,0.0
MCI,HSP20/40,Electricity,2026-07,0.0,0.0
MCI,HSP20/40,Electricity,2026-08,0.0,0.0
MCI,HSP20/40,Electricity,2026-09,0.0,0.0
MCI,HSP20/40,Electricity,2026-10,0.0,0.0
MCI,HSP20/40,Electricity,2026-11,0.0,0.0
MCI,HSP20/40,Electricity,2026-12,0.0,0.0
MCI,HSP20/40,Gas,2025-11,0.0,0.0
MCI,HSP20/40,Gas,2025-12,0.0639,800.0
MCI,HSP20/40,Gas,2026-01,0.0,0.0
MCI,HSP20/40,Gas,2026-02,0.0,0.0
MCI,HSP20/40,Gas,2026-03,0.0,0.0
MCI,HSP20/40,Gas,2026-04,0.0,0.0
MCI,HSP20/40,Gas,2026-05,0.0,0.0
MCI,HSP20/40,Gas,2026-06,0.0,0.0
MCI,HSP20/40,Gas,2026-07,0.0,0.0
MCI,HSP20/40,Gas,2026-08,0.0,0.0
MCI,HSP20/40,Gas,2026-09,0.0,0.0
MCI,HSP20/40,Gas,2026-10,0.0,0.0
MCI,HSP20/40,Gas,2026-11,0.0,0.0
MCI,HSP20/40,Gas,2026-12,0.0,0.0
MCI,HSP20/40,Indirect Labor,2025-11,0.0,0.0
MCI,HSP20/40,Indirect Labor,2025-12,0.0244,800.0
MCI,HSP20/40,Indirect Labor,2026-01,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-02,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-03,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-04,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-05,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-06,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-07,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-08,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-09,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-10,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-11,0.0,0.0
MCI,HSP20/40,Indirect Labor,2026-12,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2025-11,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2025-12,0.0075,800.0
MCI,HSP20/40,Insurance & Taxes,2026-01,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-02,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-03,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-04,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-05,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-06,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-07,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-08,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-09,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-10,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-11,0.0,0.0
MCI,HSP20/40,Insurance & Taxes,2026-12,0.0,0.0
MCI,HSP20/40,Manufacturing,2025-11,0.0,0.0
MCI,HSP20/40,Manufacturing,2025-12,0.0029,800.0
MCI,HSP20/40,Manufacturing,2026-01,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-02,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-03,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-04,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-05,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-06,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-07,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-08,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-09,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-10,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-11,0.0,0.0
MCI,HSP20/40,Manufacturing,2026-12,0.0,0.0
MCI,HSP20/40,Materials,2025-11,0.0,0.0
MCI,HSP20/40,Materials,2025-12,0.109,800.0
MCI,HSP20/40,Materials,2026-01,0.0,0.0
MCI,HSP20/40,Materials,2026-02,0.0,0.0
MCI,HSP20/40,Materials,2026-03,0.0,0.0
MCI,HSP20/40,Materials,2026-04,0.0,0.0
MCI,HSP20/40,Materials,2026-05,0.0,0.0
MCI,HSP20/40,Materials,2026-06,0.0,0.0
MCI,HSP20/40,Materials,2026-07,0.0,0.0
MCI,HSP20/40,Materials,2026-08,0.0,0.0
MCI,HSP20/40,Materials,2026-09,0.0,0.0
MCI,HSP20/40,Materials,2026-10,0.0,0.0
MCI,HSP20/40,Materials,2026-11,0.0,0.0
MCI,HSP20/40,Materials,2026-12,0.0,0.0
MCI,HSP20/40,Other,2025-11,0.0,0.0
MCI,HSP20/40,Other,2025-12,0.0113,800.0
MCI,HSP20/40,Other,2026-01,0.0,0.0
MCI,HSP20/40,Other,2026-02,0.0,0.0
MCI,HSP20/40,Other,2026-03,0.0,0.0
MCI,HSP20/40,Other,2026-04,0.0,0.0
MCI,HSP20/40,Other,2026-05,0.0,0.0
MCI,HSP20/40,Other,2026-06,0.0,0.0
MCI,HSP20/40,Other,2026-07,0.0,0.0
MCI,HSP20/40,Other,2026-08,0.0,0.0
MCI,HSP20/40,Other,2026-09,0.0,0.0
MCI,HSP20/40,Other,2026-10,0.0,0.0
MCI,HSP20/40,Other,2026-11,0.0,0.0
MCI,HSP20/40,Other,2026-12,0.0,0.0
MCI,HSP20/40,Production Labor,2025-11,0.0,0.0
MCI,HSP20/40,Production Labor,2025-12,0.0589,800.0
MCI,HSP20/40,Production Labor,2026-01,0.0,0.0
MCI,HSP20/40,Production Labor,2026-02,0.0,0.0
MCI,HSP20/40,Production Labor,2026-03,0.0,0.0
MCI,HSP20/40,Production Labor,2026-04,0.0,0.0
MCI,HSP20/40,Production Labor,2026-05,0.0,0.0
MCI,HSP20/40,Production Labor,2026-06,0.0,0.0
MCI,HSP20/40,Production Labor,2026-07,0.0,0.0
MCI,HSP20/40,Production Labor,2026-08,0.0,0.0
MCI,HSP20/40,Production Labor,2026-09,0.0,0.0
MCI,HSP20/40,Production Labor,2026-10,0.0,0.0
MCI,HSP20/40,Production Labor,2026-11,0.0,0.0
MCI,HSP20/40,Production Labor,2026-12,0.0,0.0
MCI,HSP20/40,R&M,2025-11,0.0,0.0
MCI,HSP20/40,R&M,2025-12,0.035,800.0
MCI,HSP20/40,R&M,2026-01,0.0,0.0
MCI,HSP20/40,R&M,2026-02,0.0,0.0
MCI,HSP20/40,R&M,2026-03,0.0,0.0
MCI,HSP20/40,R&M,2026-04,0.0,0.0
MCI,HSP20/40,R&M,2026-05,0.0,0.0
MCI,HSP20/40,R&M,2026-06,0.0,0.0
MCI,HSP20/40,R&M,2026-07,0.0,0.0
MCI,HSP20/40,R&M,2026-08,0.0,0.0
MCI,HSP20/40,R&M,2026-09,0.0,0.0
MCI,HSP20/40,R&M,2026-10,0.0,0.0
MCI,HSP20/40,R&M,2026-11,0.0,0.0
