Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty
EUF,CG280-030,Production Labor,2026-01,0.0,0.0
EUF,CG280-030,Production Labor,2026-02,0.0,0.0
EUF,CG280-030,Production Labor,2026-03,0.0,0.0
EUF,CG280-030,Production Labor,2026-04,0.0673,3450.0
EUF,CG280-030,Production Labor,2026-05,0.0,0.0
EUF,CG280-030,Production Labor,2026-06,0.0,0.0
EUF,CG280-030,Production Labor,2026-07,0.0,0.0
EUF,CG280-030,Production Labor,2026-08,0.0,0.0
EUF,CG280-030,Production Labor,2026-09,0.0,0.0
EUF,CG280-030,Production Labor,2026-10,0.0688,1500.0
EUF,CG280-030,Production Labor,2026-11,0.0,0.0
EUF,CG280-030,Production Labor,2026-12,0.0,0.0
EUF,CG280-030,R&M,2025-11,0.0,0.0
EUF,CG280-030,R&M,2025-12,0.0,0.0
EUF,CG280-030,R&M,2026-01,0.0,0.0
EUF,CG280-030,R&M,2026-02,0.0,0.0
EUF,CG280-030,R&M,2026-03,0.0,0.0
EUF,CG280-030,R&M,2026-04,0.035,3450.0
EUF,CG280-030,R&M,2026-05,0.0,0.0
EUF,CG280-030,R&M,2026-06,0.0,0.0
EUF,CG280-030,R&M,2026-07,0.0,0.0
EUF,CG280-030,R&M,2026-08,0.0,0.0
EUF,CG280-030,R&M,2026-09,0.0,0.0
EUF,CG280-030,R&M,2026-10,0.035,1500.0
EUF,CG280-030,R&M,2026-11,0.0,0.0
EUF,CG280-030,R&M,2026-12,0.0,0.0
EUF,CG280-030,R&M Labor,2025-11,0.0,0.0
EUF,CG280-030,R&M Labor,2025-12,0.0,0.0
EUF,CG280-030,R&M Labor,2026-01,0.0,0.0
EUF,CG280-030,R&M Labor,2026-02,0.0,0.0
EUF,CG280-030,R&M Labor,2026-03,0.0,0.0
EUF,CG280-030,R&M Labor,2026-04,0.0195,3450.0
EUF,CG280-030,R&M Labor,2026-05,0.0,0.0
EUF,CG280-030,R&M Labor,2026-06,0.0,0.0
EUF,CG280-030,R&M Labor,2026-07,0.0,0.0
EUF,CG280-030,R&M Labor,2026-08,0.0,0.0
EUF,CG280-030,R&M Labor,2026-09,0.0,0.0
EUF,CG280-030,R&M Labor,2026-10,0.0199,1500.0
EUF,CG280-030,R&M Labor,2026-11,0.0,0.0
EUF,CG280-030,R&M Labor,2026-12,0.0,0.0
EUF,CG280-030,Supervision,2025-11,0.0,0.0
EUF,CG280-030,Supervision,2025-12,0.0,0.0
EUF,CG280-030,Supervision,2026-01,0.0,0.0
EUF,CG280-030,Supervision,2026-02,0.0,0.0
EUF,CG280-030,Supervision,2026-03,0.0,0.0
EUF,CG280-030,Supervision,2026-04,0.0,3450.0
EUF,CG280-030,Supervision,2026-05,0.0,0.0
EUF,CG280-030,Supervision,2026-06,0.0,0.0
EUF,CG280-030,Supervision,2026-07,0.0,0.0
EUF,CG280-030,Supervision,2026-08,0.0,0.0
EUF,CG280-030,Supervision,2026-09,0.0,0.0
EUF,CG280-030,Supervision,2026-10,0.0,1500.0
EUF,CG280-030,Supervision,2026-11,0.0,0.0
EUF,CG280-030,Supervision,2026-12,0.0,0.0
EUF,CL12/18,Depreciation,2025-11,0.0,0.0
EUF,CL12/18,Depreciation,2025-12,0.0047,300.0
EUF,CL12/18,Depreciation,2026-01,0.0,0.0
EUF,CL12/18,Depreciation,2026-02,0.0,0.0
EUF,CL12/18,Depreciation,2026-03,0.0,0.0
EUF,CL12/18,Depreciation,2026-04,0.0,0.0
EUF,CL12/18,Depreciation,2026-05,0.0042,750.0
EUF,CL12/18,Depreciation,2026-06,0.0,0.0
EUF,CL12/18,Depreciation,2026-07,0.0,0.0
EUF,CL12/18,Depreciation,2026-08,0.0,0.0
EUF,CL12/18,Depreciation,2026-09,0.0,0.0
EUF,CL12/18,Depreciation,2026-10,0.0,0.0
EUF,CL12/18,Depreciation,2026-11,0.0,0.0
EUF,CL12/18,Depreciation,2026-12,0.0,0.0
EUF,CL12/18,Electricity,2025-11,0.0,0.0
EUF,CL12/18,Electricity,2025-12,0.0134,300.0
EUF,CL12/18,Electricity,2026-01,0.0,0.0
EUF,CL12/18,Electricity,2026-02,0.0,0.0
EUF,CL12/18,Electricity,2026-03,0.0,0.0
EUF,CL12/18,Electricity,2026-04,0.0,0.0
EUF,CL12/18,Electricity,2026-05,0.0134,750.0
EUF,CL12/18,Electricity,2026-06,0.0,0.0
EUF,CL12/18,Electricity,2026-07,0.0,0.0
EUF,CL12/18,Electricity,2026-08,0.0,0.0
EUF,CL12/18,Electricity,2026-09,0.0,0.0
EUF,CL12/18,Electricity,2026-10,0.0,0.0
EUF,CL12/18,Electricity,2026-11,0.0,0.0
EUF,CL12/18,Electricity,2026-12,0.0,0.0
EUF,CL12/18,Gas,2025-11,0.0,0.0
EUF,CL12/18,Gas,2025-12,0.0245,300.0
EUF,CL12/18,Gas,2026-01,0.0,0.0
EUF,CL12/18,Gas,2026-02,0.0,0.0
EUF,CL12/18,Gas,2026-03,0.0,0.0
EUF,CL12/18,Gas,2026-04,0.0,0.0
EUF,CL12/18,Gas,2026-05,0.0245,750.0
EUF,CL12/18,Gas,2026-06,0.0,0.0
EUF,CL12/18,Gas,2026-07,0.0,0.0
EUF,CL12/18,Gas,2026-08,0.0,0.0
EUF,CL12/18,Gas,2026-09,0.0,0.0
EUF,CL12/18,Gas,2026-10,0.0,0.0
EUF,CL12/18,Gas,2026-11,0.0,0.0
EUF,CL12/18,Gas,2026-12,0.0,0.0
EUF,CL12/18,Indirect Labor,2025-11,0.0,0.0
EUF,CL12/18,Indirect Labor,2025-12,0.0172,300.0
EUF,CL12/18,Indirect Labor,2026-01,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-02,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-03,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-04,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-05,0.0155,750.0
EUF,CL12/18,Indirect Labor,2026-06,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-07,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-08,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-09,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-10,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-11,0.0,0.0
EUF,CL12/18,Indirect Labor,2026-12,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2025-11,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2025-12,0.0111,300.0
EUF,CL12/18,Insurance & Taxes,2026-01,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-02,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-03,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-04,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-05,0.01,750.0
EUF,CL12/18,Insurance & Taxes,2026-06,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-07,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-08,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-09,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-10,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-11,0.0,0.0
EUF,CL12/18,Insurance & Taxes,2026-12,0.0,0.0
EUF,CL12/18,Manufacturing,2025-11,0.0,0.0
EUF,CL12/18,Manufacturing,2025-12,0.003,300.0
EUF,CL12/18,Manufacturing,2026-01,0.0,0.0
EUF,CL12/18,Manufacturing,2026-02,0.0,0.0
EUF,CL12/18,Manufacturing,2026-03,0.0,0.0
EUF,CL12/18,Manufacturing,2026-04,0.0,0.0
EUF,CL12/18,Manufacturing,2026-05,0.003,750.0
EUF,CL12/18,Manufacturing,2026-06,0.0,0.0
EUF,CL12/18,Manufacturing,2026-07,0.0,0.0
EUF,CL12/18,Manufacturing,2026-08,0.0,0.0
EUF,CL12/18,Manufacturing,2026-09,0.0,0.0
EUF,CL12/18,Manufacturing,2026-10,0.0,0.0
EUF,CL12/18,Manufacturing,2026-11,0.0,0.0
EUF,CL12/18,Manufacturing,2026-12,0.0,0.0
EUF,CL12/18,Materials,2025-11,0.0,0.0
EUF,CL12/18,Materials,2025-12,0.0878,300.0
EUF,CL12/18,Materials,2026-01,0.0,0.0
EUF,CL12/18,Materials,2026-02,0.0,0.0
EUF,CL12/18,Materials,2026-03,0.0,0.0
EUF,CL12/18,Materials,2026-04,0.0,0.0
EUF,CL12/18,Materials,2026-05,0.0878,750.0
EUF,CL12/18,Materials,2026-06,0.0,0.0
EUF,CL12/18,Materials,2026-07,0.0,0.0
EUF,CL12/18,Materials,2026-08,0.0,0.0
EUF,CL12/18,Materials,2026-09,0.0,0.0
EUF,CL12/18,Materials,2026-10,0.0,0.0
EUF,CL12/18,Materials,2026-11,0.0,0.0
EUF,CL12/18,Materials,2026-12,0.0,0.0
EUF,CL12/18,Other,2025-11,0.0,0.0
EUF,CL12/18,Other,2025-12,0.01,300.0
EUF,CL12/18,Other,2026-01,0.0,0.0
EUF,CL12/18,Other,2026-02,0.0,0.0
EUF,CL12/18,Other,2026-03,0.0,0.0
EUF,CL12/18,Other,2026-04,0.0,0.0
EUF,CL12/18,Other,2026-05,0.01,750.0
EUF,CL12/18,Other,2026-06,0.0,0.0
EUF,CL12/18,Other,2026-07,0.0,0.0
EUF,CL12/18,Other,2026-08,0.0,0.0
EUF,CL12/18,Other,2026-09,0.0,0.0
EUF,CL12/18,Other,2026-10,0.0,0.0
EUF,CL12/18,Other,2026-11,0.0,0.0
EUF,CL12/18,Other,2026-12,0.0,0.0
EUF,CL12/18,Production Labor,2025-11,0.0,0.0
EUF,CL12/18,Production Labor,2025-12,0.0667,300.0
EUF,CL12/18,Production Labor,2026-01,0.0,0.0
EUF,CL12/18,Production Labor,2026-02,0.0,0.0
EUF,CL12/18,Production Labor,2026-03,0.0,0.0
EUF,CL12/18,Production Labor,2026-04,0.0,0.0
EUF,CL12/18,Production Labor,2026-05,0.06,750.0
EUF,CL12/18,Production Labor,2026-06,0.0,0.0
EUF,CL12/18,Production Labor,2026-07,0.0,0.0
EUF,CL12/18,Production Labor,2026-08,0.0,0.0
EUF,CL12/18,Production Labor,2026-09,0.0,0.0
EUF,CL12/18,Production Labor,2026-10,0.0,0.0
EUF,CL12/18,Production Labor,2026-11,0.0,0.0
EUF,CL12/18,Production Labor,2026-12,0.0,0.0
EUF,CL12/18,R&M,2025-11,0.0,0.0
EUF,CL12/18,R&M,2025-12,0.035,300.0
EUF,CL12/18,R&M,2026-01,0.0,0.0
EUF,CL12/18,R&M,2026-02,0.0,0.0
EUF,CL12/18,R&M,2026-03,0.0,0.0
EUF,CL12/18,R&M,2026-04,0.0,0.0
EUF,CL12/18,R&M,2026-05,0.035,750.0
EUF,CL12/18,R&M,2026-06,0.0,0.0
EUF,CL12/18,R&M,2026-07,0.0,0.0
EUF,CL12/18,R&M,2026-08,0.0,0.0
EUF,CL12/18,R&M,2026-09,0.0,0.0
EUF,CL12/18,R&M,2026-10,0.0,0.0
EUF,CL12/18,R&M,2026-11,0.0,0.0
EUF,CL12/18,R&M,2026-12,0.0,0.0
EUF,CL12/18,R&M Labor,2025-11,0.0,0.0
EUF,CL12/18,R&M Labor,2025-12,0.0193,300.0
EUF,CL12/18,R&M Labor,2026-01,0.0,0.0
EUF,CL12/18,R&M Labor,2026-02,0.0,0.0
EUF,CL12/18,R&M Labor,2026-03,0.0,0.0
EUF,CL12/18,R&M Labor,2026-04,0.0,0.0
EUF,CL12/18,R&M Labor,2026-05,0.0174,750.0
EUF,CL12/18,R&M Labor,2026-06,0.0,0.0
EUF,CL12/18,R&M Labor,2026-07,0.0,0.0
EUF,CL12/18,R&M Labor,2026-08,0.0,0.0
EUF,CL12/18,R&M Labor,2026-09,0.0,0.0
EUF,CL12/18,R&M Labor,2026-10,0.0,0.0
EUF,CL12/18,R&M Labor,2026-11,0.0,0.0
EUF,CL12/18,R&M Labor,2026-12,0.0,0.0
EUF,CL12/18,Supervision,2025-11,0.0,0.0
EUF,CL12/18,Supervision,2025-12,0.0,300.0
EUF,CL12/18,Supervision,2026-01,0.0,0.0
EUF,CL12/18,Supervision,2026-02,0.0,0.0
EUF,CL12/18,Supervision,2026-03,0.0,0.0
EUF,CL12/18,Supervision,2026-04,0.0,0.0
EUF,CL12/18,Supervision,2026-05,0.0,750.0
EUF,CL12/18,Supervision,2026-06,0.0,0.0
EUF,CL12/18,Supervision,2026-07,0.0,0.0
EUF,CL12/18,Supervision,2026-08,0.0,0.0
EUF,CL12/18,Supervision,2026-09,0.0,0.0
EUF,CL12/18,Supervision,2026-10,0.0,0.0
EUF,CL12/18,Supervision,2026-11,0.0,0.0
EUF,CL12/18,Supervision,2026-12,0.0,0.0
TMB,CL16/20,Depreciation,2025-11,0.0,0.0
TMB,CL16/20,Depreciation,2025-12,0.0011,9200.0
TMB,CL16/20,Depreciation,2026-01,0.0011,9200.0
TMB,CL16/20,Depreciation,2026-02,0.0011,9200.0
TMB,CL16/20,Depreciation,2026-03,0.0011,9200.0
TMB,CL16/20,Depreciation,2026-04,0.0014,9200.0
TMB,CL16/20,Depreciation,2026-05,0.0022,9200.0
TMB,CL16/20,Depreciation,2026-06,0.0022,9200.0
TMB,CL16/20,Depreciation,2026-07,0.0022,9200.0
TMB,CL16/20,Depreciation,2026-08,0.0022,9200.0
TMB,CL16/20,Depreciation,2026-09,0.0028,9200.0
TMB,CL16/20,Depreciation,2026-10,0.002,3600.0
TMB,CL16/20,Depreciation,2026-11,0.0023,11600.0
TMB,CL16/20,Depreciation,2026-12,0.0,0.0
TMB,CL16/20,Electricity,2025-11,0.0,0.0
TMB,CL16/20,Electricity,2025-12,0.0115,9200.0
TMB,CL16/20,Electricity,2026-01,0.0115,9200.0
TMB,CL16/20,Electricity,2026-02,0.0115,9200.0
TMB,CL16/20,Electricity,2026-03,0.0115,9200.0
TMB,CL16/20,Electricity,2026-04,0.0115,9200.0
TMB,CL16/20,Electricity,2026-05,0.0144,9200.0
TMB,CL16/20,Electricity,2026-06,0.0144,9200.0
TMB,CL16/20,Electricity,2026-07,0.0144,9200.0
TMB,CL16/20,Electricity,2026-08,0.0144,9200.0
TMB,CL16/20,Electricity,2026-09,0.0144,9200.0
TMB,CL16/20,Electricity,2026-10,0.0144,3600.0
TMB,CL16/20,Electricity,2026-11,0.0144,11600.0
TMB,CL16/20,Electricity,2026-12,0.0,0.0
TMB,CL16/20,Gas,2025-11,0.0,0.0
TMB,CL16/20,Gas,2025-12,0.0266,9200.0
TMB,CL16/20,Gas,2026-01,0.0266,9200.0
TMB,CL16/20,Gas,2026-02,0.0266,9200.0
TMB,CL16/20,Gas,2026-03,0.0266,9200.0
TMB,CL16/20,Gas,2026-04,0.0266,9200.0
TMB,CL16/20,Gas,2026-05,0.0266,9200.0
TMB,CL16/20,Gas,2026-06,0.0266,9200.0
TMB,CL16/20,Gas,2026-07,0.0266,9200.0
TMB,CL16/20,Gas,2026-08,0.0266,9200.0
TMB,CL16/20,Gas,2026-09,0.0266,9200.0
TMB,CL16/20,Gas,2026-10,0.0266,3600.0
TMB,CL16/20,Gas,2026-11,0.0266,11600.0
TMB,CL16/20,Gas,2026-12,0.0,0.0
TMB,CL16/20,Indirect Labor,2025-11,0.0,0.0
TMB,CL16/20,Indirect Labor,2025-12,0.0034,9200.0
TMB,CL16/20,Indirect Labor,2026-01,0.0034,9200.0
TMB,CL16/20,Indirect Labor,2026-02,0.0034,9200.0
TMB,CL16/20,Indirect Labor,2026-03,0.0034,9200.0
TMB,CL16/20,Indirect Labor,2026-04,0.0045,9200.0
TMB,CL16/20,Indirect Labor,2026-05,0.0069,9200.0
TMB,CL16/20,Indirect Labor,2026-06,0.0069,9200.0
TMB,CL16/20,Indirect Labor,2026-07,0.0069,9200.0
TMB,CL16/20,Indirect Labor,2026-08,0.0069,9200.0
TMB,CL16/20,Indirect Labor,2026-09,0.0089,9200.0
TMB,CL16/20,Indirect Labor,2026-10,0.0073,3600.0
TMB,CL16/20,Indirect Labor,2026-11,0.007,11600.0
TMB,CL16/20,Indirect Labor,2026-12,0.0,0.0
TMB,CL16/20,Insurance & Taxes,2025-11,0.0,0.0
TMB,CL16/20,Insurance & Taxes,2025-12,0.0035,9200.0
TMB,CL16/20,Insurance & Taxes,2026-01,0.0035,9200.0
TMB,CL16/20,Insurance & Taxes,2026-02,0.0035,9200.0
TMB,CL16/20,Insurance & Taxes,2026-03,0.0035,9200.0
TMB,CL16/20,Insurance & Taxes,2026-04,0.0044,9200.0
TMB,CL16/20,Insurance & Taxes,2026-05,0.0067,9200.0
TMB,CL16/20,Insurance & Taxes,2026-06,0.0067,9200.0
TMB,CL16/20,Insurance & Taxes,2026-07,0.0067,9200.0
TMB,CL16/20,Insurance & Taxes,2026-08,0.0067,9200.0
TMB,CL16/20,Insurance & Taxes,2026-09,0.0085,9200.0
TMB,CL16/20,Insurance & Taxes,2026-10,0.0061,3600.0
TMB,CL16/20,Insurance & Taxes,2026-11,0.007,11600.0
TMB,CL16/20,Insurance & Taxes,2026-12,0.0,0.0
TMB,CL16/20,Manufacturing,2025-11,0.0,0.0
TMB,CL16/20,Manufacturing,2025-12,0.0055,9200.0
TMB,CL16/20,Manufacturing,2026-01,0.0055,9200.0
TMB,CL16/20,Manufacturing,2026-02,0.0055,9200.0
TMB,CL16/20,Manufacturing,2026-03,0.0055,9200.0
TMB,CL16/20,Manufacturing,2026-04,0.0069,9200.0
TMB,CL16/20,Manufacturing,2026-05,0.0105,9200.0
TMB,CL16/20,Manufacturing,2026-06,0.0105,9200.0
TMB,CL16/20,Manufacturing,2026-07,0.0105,9200.0
TMB,CL16/20,Manufacturing,2026-08,0.0105,9200.0
TMB,CL16/20,Manufacturing,2026-09,0.0133,9200.0
TMB,CL16/20,Manufacturing,2026-10,0.0096,3600.0
TMB,CL16/20,Manufacturing,2026-11,0.011,11600.0
TMB,CL16/20,Manufacturing,2026-12,0.0,0.0
TMB,CL16/20,Materials,2025-11,0.0,0.0
TMB,CL16/20,Materials,2025-12,0.0673,9200.0
TMB,CL16/20,Materials,2026-01,0.0673,9200.0
TMB,CL16/20,Materials,2026-02,0.0673,9200.0
TMB,CL16/20,Materials,2026-03,0.0673,9200.0
TMB,CL16/20,Materials,2026-04,0.0673,9200.0
TMB,CL16/20,Materials,2026-05,0.0673,9200.0
TMB,CL16/20,Materials,2026-06,0.0673,9200.0
TMB,CL16/20,Materials,2026-07,0.0673,9200.0
TMB,CL16/20,Materials,2026-08,0.0673,9200.0
TMB,CL16/20,Materials,2026-09,0.0673,9200.0
TMB,CL16/20,Materials,2026-10,0.0673,3600.0
TMB,CL16/20,Materials,2026-11,0.0673,11600.0
TMB,CL16/20,Materials,2026-12,0.0,0.0
TMB,CL16/20,Other,2025-11,0.0,0.0
TMB,CL16/20,Other,2025-12,0.0056,9200.0
TMB,CL16/20,Other,2026-01,0.0056,9200.0
TMB,CL16/20,Other,2026-02,0.0056,9200.0
TMB,CL16/20,Other,2026-03,0.0056,9200.0
TMB,CL16/20,Other,2026-04,0.007,9200.0
TMB,CL16/20,Other,2026-05,0.0106,9200.0
TMB,CL16/20,Other,2026-06,0.0106,9200.0
TMB,CL16/20,Other,2026-07,0.0106,9200.0
TMB,CL16/20,Other,2026-08,0.0106,9200.0
TMB,CL16/20,Other,2026-09,0.0135,9200.0
TMB,CL16/20,Other,2026-10,0.0097,3600.0
TMB,CL16/20,Other,2026-11,0.0111,11600.0
TMB,CL16/20,Other,2026-12,0.0,0.0
TMB,CL16/20,Production Labor,2025-11,0.0,0.0
TMB,CL16/20,Production Labor,2025-12,0.0144,9200.0
TMB,CL16/20,Production Labor,2026-01,0.0144,9200.0
TMB,CL16/20,Production Labor,2026-02,0.0144,9200.0
TMB,CL16/20,Production Labor,2026-03,0.0144,9200.0
TMB,CL16/20,Production Labor,2026-04,0.019,9200.0
TMB,CL16/20,Production Labor,2026-05,0.0288,9200.0
TMB,CL16/20,Production Labor,2026-06,0.0288,9200.0
TMB,CL16/20,Production Labor,2026-07,0.0288,9200.0
TMB,CL16/20,Production Labor,2026-08,0.0288,9200.0
TMB,CL16/20,Production Labor,2026-09,0.0372,9200.0
TMB,CL16/20,Production Labor,2026-10,0.0307,3600.0
TMB,CL16/20,Production Labor,2026-11,0.0295,11600.0
TMB,CL16/20,Production Labor,2026-12,0.0,0.0
TMB,CL16/20,R&M,2025-11,0.0,0.0
TMB,CL16/20,R&M,2025-12,0.025,9200.0
TMB,CL16/20,R&M,2026-01,0.025,9200.0
TMB,CL16/20,R&M,2026-02,0.025,9200.0
TMB,CL16/20,R&M,2026-03,0.025,9200.0
TMB,CL16/20,R&M,2026-04,0.025,9200.0
TMB,CL16/20,R&M,2026-05,0.03,9200.0
TMB,CL16/20,R&M,2026-06,0.03,9200.0
TMB,CL16/20,R&M,2026-07,0.03,9200.0
TMB,CL16/20,R&M,2026-08,0.03,9200.0
TMB,CL16/20,R&M,2026-09,0.03,9200.0
TMB,CL16/20,R&M,2026-10,0.03,3600.0
TMB,CL16/20,R&M,2026-11,0.03,11600.0
TMB,CL16/20,R&M,2026-12,0.0,0.0
TMB,CL16/20,R&M Labor,2025-11,0.0,0.0
TMB,CL16/20,R&M Labor,2025-12,0.0046,9200.0
TMB,CL16/20,R&M Labor,2026-01,0.0046,9200.0
TMB,CL16/20,R&M Labor,2026-02,0.0046,9200.0
TMB,CL16/20,R&M Labor,2026-03,0.0046,9200.0
TMB,CL16/20,R&M Labor,2026-04,0.0061,9200.0
TMB,CL16/20,R&M Labor,2026-05,0.0092,9200.0
TMB,CL16/20,R&M Labor,2026-06,0.0092,9200.0
TMB,CL16/20,R&M Labor,2026-07,0.0092,9200.0
TMB,CL16/20,R&M Labor,2026-08,0.0092,9200.0
TMB,CL16/20,R&M Labor,2026-09,0.0119,9200.0
TMB,CL16/20,R&M Labor,2026-10,0.0098,3600.0
TMB,CL16/20,R&M Labor,2026-11,0.0095,11600.0
TMB,CL16/20,R&M Labor,2026-12,0.0,0.0
EUF,CL16/30,Depreciation,2025-11,0.0,0.0
EUF,CL16/30,Depreciation,2025-12,0.0,0.0
EUF,CL16/30,Depreciation,2026-01,0.0,0.0
EUF,CL16/30,Depreciation,2026-02,0.0036,175.0
EUF,CL16/30,Depreciation,2026-03,0.0,0.0
EUF,CL16/30,Depreciation,2026-04,0.0,0.0
EUF,CL16/30,Depreciation,2026-05,0.0,0.0
EUF,CL16/30,Depreciation,2026-06,0.0,0.0
EUF,CL16/30,Depreciation,2026-07,0.0,0.0
EUF,CL16/30,Depreciation,2026-08,0.0,0.0
EUF,CL16/30,Depreciation,2026-09,0.0,0.0
EUF,CL16/30,Depreciation,2026-10,0.0,0.0
EUF,CL16/30,Depreciation,2026-11,0.0,0.0
EUF,CL16/30,Depreciation,2026-12,0.0,0.0
EUF,CL16/30,Electricity,2025-11,0.0,0.0
EUF,CL16/30,Electricity,2025-12,0.0,0.0
EUF,CL16/30,Electricity,2026-01,0.0,0.0
EUF,CL16/30,Electricity,2026-02,0.0134,175.0
EUF,CL16/30,Electricity,2026-03,0.0,0.0
EUF,CL16/30,Electricity,2026-04,0.0,0.0
EUF,CL16/30,Electricity,2026-05,0.0,0.0
EUF,CL16/30,Electricity,2026-06,0.0,0.0
EUF,CL16/30,Electricity,2026-07,0.0,0.0
EUF,CL16/30,Electricity,2026-08,0.0,0.0
EUF,CL16/30,Electricity,2026-09,0.0,0.0
EUF,CL16/30,Electricity,2026-10,0.0,0.0
EUF,CL16/30,Electricity,2026-11,0.0,0.0
EUF,CL16/30,Electricity,2026-12,0.0,0.0
EUF,CL16/30,Gas,2025-11,0.0,0.0
EUF,CL16/30,Gas,2025-12,0.0,0.0
EUF,CL16/30,Gas,2026-01,0.0,0.0
EUF,CL16/30,Gas,2026-02,0.0245,175.0
EUF,CL16/30,Gas,2026-03,0.0,0.0
EUF,CL16/30,Gas,2026-04,0.0,0.0
EUF,CL16/30,Gas,2026-05,0.0,0.0
EUF,CL16/30,Gas,2026-06,0.0,0.0
EUF,CL16/30,Gas,2026-07,0.0,0.0
EUF,CL16/30,Gas,2026-08,0.0,0.0
EUF,CL16/30,Gas,2026-09,0.0,0.0
EUF,CL16/30,Gas,2026-10,0.0,0.0
EUF,CL16/30,Gas,2026-11,0.0,0.0
EUF,CL16/30,Gas,2026-12,0.0,0.0
EUF,CL16/30,Indirect Labor,2025-11,0.0,0.0
EUF,CL16/30,Indirect Labor,2025-12,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-01,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-02,0.0131,175.0
EUF,CL16/30,Indirect Labor,2026-03,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-04,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-05,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-06,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-07,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-08,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-09,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-10,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-11,0.0,0.0
EUF,CL16/30,Indirect Labor,2026-12,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2025-11,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2025-12,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-01,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-02,0.0085,175.0
EUF,CL16/30,Insurance & Taxes,2026-03,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-04,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-05,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-06,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-07,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-08,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-09,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-10,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-11,0.0,0.0
EUF,CL16/30,Insurance & Taxes,2026-12,0.0,0.0
EUF,CL16/30,Manufacturing,2025-11,0.0,0.0
EUF,CL16/30,Manufacturing,2025-12,0.0,0.0
EUF,CL16/30,Manufacturing,2026-01,0.0,0.0
EUF,CL16/30,Manufacturing,2026-02,0.003,175.0
EUF,CL16/30,Manufacturing,2026-03,0.0,0.0
EUF,CL16/30,Manufacturing,2026-04,0.0,0.0
EUF,CL16/30,Manufacturing,2026-05,0.0,0.0
EUF,CL16/30,Manufacturing,2026-06,0.0,0.0
EUF,CL16/30,Manufacturing,2026-07,0.0,0.0
EUF,CL16/30,Manufacturing,2026-08,0.0,0.0
EUF,CL16/30,Manufacturing,2026-09,0.0,0.0
EUF,CL16/30,Manufacturing,2026-10,0.0,0.0
EUF,CL16/30,Manufacturing,2026-11,0.0,0.0
EUF,CL16/30,Manufacturing,2026-12,0.0,0.0
EUF,CL16/30,Materials,2025-11,0.0,0.0
EUF,CL16/30,Materials,2025-12,0.0,0.0
EUF,CL16/30,Materials,2026-01,0.0,0.0
EUF,CL16/30,Materials,2026-02,0.0878,175.0
EUF,CL16/30,Materials,2026-03,0.0,0.0
EUF,CL16/30,Materials,2026-04,0.0,0.0
EUF,CL16/30,Materials,2026-05,0.0,0.0
EUF,CL16/30,Materials,2026-06,0.0,0.0
EUF,CL16/30,Materials,2026-07,0.0,0.0
EUF,CL16/30,Materials,2026-08,0.0,0.0
EUF,CL16/30,Materials,2026-09,0.0,0.0
EUF,CL16/30,Materials,2026-10,0.0,0.0
EUF,CL16/30,Materials,2026-11,0.0,0.0
EUF,CL16/30,Materials,2026-12,0.0,0.0
