Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty,Cost,rate_fill_flag,Forecasted_Qty,MembrainProductMesh
EUF,CARBOGRIND 280-030,Gas,2026-01,0.024,0.0,2164.968,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Gas,2026-02,0.024,0.0,3215.664,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Gas,2026-03,0.024,0.0,10590.48,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-04,0.024,3450.0,7533.576,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-05,0.024,0.0,17582.4,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-06,0.024,0.0,17561.208,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-07,0.024,0.0,14846.4,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-08,0.024,0.0,11058.072,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-09,0.024,0.0,14867.592,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-10,0.024,1500.0,17561.208,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-11,0.024,0.0,16214.4,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Gas,2026-12,0.024,0.0,14867.592,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2025-11,0.017,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Indirect Labor,2025-12,0.017,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Indirect Labor,2026-01,0.017,0.0,1533.519,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Indirect Labor,2026-02,0.017,0.0,2277.762,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Indirect Labor,2026-03,0.017,0.0,7501.59,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-04,0.017,3450.0,5336.283,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-05,0.017,0.0,12454.2,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-06,0.017,0.0,12439.189,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-07,0.017,0.0,10516.2,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-08,0.017,0.0,7832.801,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-09,0.017,0.0,10531.211000000001,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-10,0.018,1500.0,13170.905999999999,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-11,0.018,0.0,12160.8,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Indirect Labor,2026-12,0.018,0.0,11150.694,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2025-11,0.011,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Insurance & Taxes,2025-12,0.011,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-01,0.011,0.0,992.2769999999999,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-02,0.011,0.0,1473.846,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-03,0.011,0.0,4853.969999999999,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-04,0.011,3450.0,3452.8889999999997,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-05,0.011,0.0,8058.599999999999,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-06,0.011,0.0,8048.887,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-07,0.011,0.0,6804.599999999999,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-08,0.011,0.0,5068.282999999999,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-09,0.011,0.0,6814.312999999999,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-10,0.011,1500.0,8048.887,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-11,0.011,0.0,7431.599999999999,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Insurance & Taxes,2026-12,0.011,0.0,6814.312999999999,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2025-11,0.003,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Manufacturing,2025-12,0.003,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Manufacturing,2026-01,0.003,0.0,270.621,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Manufacturing,2026-02,0.003,0.0,401.958,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Manufacturing,2026-03,0.003,0.0,1323.81,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-04,0.003,3450.0,941.697,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-05,0.003,0.0,2197.8,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-06,0.003,0.0,2195.151,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-07,0.003,0.0,1855.8,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-08,0.003,0.0,1382.259,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-09,0.003,0.0,1858.449,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-10,0.003,1500.0,2195.151,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-11,0.003,0.0,2026.8,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Manufacturing,2026-12,0.003,0.0,1858.449,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2025-11,0.25,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Materials,2025-12,0.25,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Materials,2026-01,0.25,0.0,22551.75,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Materials,2026-02,0.25,0.0,33496.5,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Materials,2026-03,0.25,0.0,110317.5,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-04,0.25,3450.0,78474.75,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-05,0.25,0.0,183150.0,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-06,0.25,0.0,182929.25,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-07,0.25,0.0,154650.0,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-08,0.25,0.0,115188.25,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-09,0.25,0.0,154870.75,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-10,0.25,1500.0,182929.25,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-11,0.25,0.0,168900.0,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Materials,2026-12,0.25,0.0,154870.75,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2025-11,0.01,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Other,2025-12,0.01,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Other,2026-01,0.01,0.0,902.07,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Other,2026-02,0.01,0.0,1339.8600000000001,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Other,2026-03,0.01,0.0,4412.7,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-04,0.01,3450.0,3138.9900000000002,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-05,0.01,0.0,7326.0,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-06,0.01,0.0,7317.17,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-07,0.01,0.0,6186.0,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-08,0.01,0.0,4607.53,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-09,0.01,0.0,6194.83,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-10,0.01,1500.0,7317.17,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-11,0.01,0.0,6756.0,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Other,2026-12,0.01,0.0,6194.83,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2025-11,0.067,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Production Labor,2025-12,0.067,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,Production Labor,2026-01,0.067,0.0,6043.869000000001,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Production Labor,2026-02,0.067,0.0,8977.062,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Production Labor,2026-03,0.067,0.0,29565.09,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-04,0.067,3450.0,21031.233,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-05,0.067,0.0,49084.200000000004,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-06,0.067,0.0,49025.039000000004,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-07,0.067,0.0,41446.200000000004,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-08,0.067,0.0,30870.451,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-09,0.067,0.0,41505.361000000004,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-10,0.069,1500.0,50488.473000000005,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-11,0.069,0.0,46616.4,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Production Labor,2026-12,0.069,0.0,42744.327000000005,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2025-11,0.035,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,R&M,2025-12,0.035,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,R&M,2026-01,0.035,0.0,3157.2450000000003,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,R&M,2026-02,0.035,0.0,4689.51,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,R&M,2026-03,0.035,0.0,15444.45,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-04,0.035,3450.0,10986.465,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-05,0.035,0.0,25641.000000000004,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-06,0.035,0.0,25610.095,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-07,0.035,0.0,21651.000000000004,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-08,0.035,0.0,16126.355000000001,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-09,0.035,0.0,21681.905000000002,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-10,0.035,1500.0,25610.095,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-11,0.035,0.0,23646.000000000004,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M,2026-12,0.035,0.0,21681.905000000002,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2025-11,0.019,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,R&M Labor,2025-12,0.019,0.0,,carry_back_all_zero_period,,
EUF,CARBOGRIND 280-030,R&M Labor,2026-01,0.019,0.0,1713.933,carry_back_all_zero_period,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,R&M Labor,2026-02,0.019,0.0,2545.734,carry_back_all_zero_period,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,R&M Labor,2026-03,0.019,0.0,8384.13,carry_back_all_zero_period,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-04,0.019,3450.0,5964.081,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-05,0.019,0.0,13919.4,carry_forward_all_zero_period,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-06,0.019,0.0,13902.623,carry_forward_all_zero_period,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-07,0.019,0.0,11753.4,carry_forward_all_zero_period,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-08,0.019,0.0,8754.306999999999,carry_forward_all_zero_period,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-09,0.019,0.0,11770.177,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-10,0.02,1500.0,14634.34,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-11,0.02,0.0,13512.0,carry_forward_all_zero_period,675600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,R&M Labor,2026-12,0.02,0.0,12389.66,carry_forward_all_zero_period,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2025-11,0.0,0.0,,original,,
EUF,CARBOGRIND 280-030,Supervision,2025-12,0.0,0.0,,original,,
EUF,CARBOGRIND 280-030,Supervision,2026-01,0.0,0.0,0.0,original,90207,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Supervision,2026-02,0.0,0.0,0.0,original,133986,CSCARBOGRIND CT
EUF,CARBOGRIND 280-030,Supervision,2026-03,0.0,0.0,0.0,original,441270,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-04,0.0,3450.0,0.0,original,313899,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-05,0.0,0.0,0.0,original,732600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-06,0.0,0.0,0.0,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-07,0.0,0.0,0.0,original,618600,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-08,0.0,0.0,0.0,original,460753,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-09,0.0,0.0,0.0,original,619483,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-10,0.0,1500.0,0.0,original,731717,CARBOGRIND 280-030
EUF,CARBOGRIND 280-030,Supervision,2026-11,0.0,0.0,0.0,original,675600,CARBOGRIND 280-030
